Undefined,#genre#
Canal_13_Bajío_(720p)_[Not_24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_1c690d40dfb711eeabd66ba1b9ba93a1/index.fmp4.m3u8
Canal_13_Campeche_(720p)_[Not_24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_38c14fb0dfbd11ee8847c303f3096501/index.fmp4.m3u8
Canal_13_Chiapas_(720p)_[Not_24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_55784330f36711ee97a7a19a8448730c/index.fmp4.m3u8
Canal_13_Guadalajara_(720p)_[Not_24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_fa0ed380dfbe11eeabd66ba1b9ba93a1/index.fmp4.m3u8
Canal_13_Michoacán_(720p)_[Not_24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_0424eb20dfbf11ee821911a0b6ba5091/index.fmp4.m3u8
Canal_13_Oaxaca_(720p)_[Not_24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_0bd65ed0dfbf11ee848c53d8a686e201/index.fmp4.m3u8
Canal_13_Puebla_(720p)_[Not_24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_19c1e870dfbf11eeadd41749c3286f4a/index.fmp4.m3u8
Canal_13_Tabasco_(720p)_[Not_24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_185f5f10888711ee83e2f144889e3879/index.fmp4.m3u8
Canal_13_Tapachula_(720p)_[Not_24/7],https://stream-207963.castr.net/65313d270e749722b6474684/live_2b589fc0dfbf11ee9ce13534ca2a46c3/index.fmp4.m3u8
Canal_15_ILCE_Summa_Sabres_(720p),https://live-ilce.ovp-vivaro.digital/ovp-origin-abr/ngrp:6359ef999f3fb_all/playlist.m3u8
Canal_22_Nacional_(720p)_[Geo-blocked],https://5fc584f3f19c9.streamlock.net/canal22/smil:canal22.smil/playlist.m3u8
Canal_26_Aguascalientes_(1080p),https://60417ddeaf0d9.streamlock.net/telemetrika3/smil:telemetrika3.smil/playlist.m3u8
Canal_28_(720p)_[Not_24/7],#EXTVLCOPT:http-referrer=https://player.castr.com/live_bf24d4208d8611eeb116dbe87aa63be0
Golden_(720p),http://177.234.249.135:8888/Golden/index.m3u8
Golden_Edge_(1080p),http://138.186.23.7:8082/GOLDENEDGE/index.m3u8
Golden_Edge_(720p),http://177.234.249.135:8888/GoldenEdge/index.m3u8
Golden_Plus_(1080p),http://177.234.249.135:8888/GoldenPlus/index.m3u8
ICRTV_Colima_(1080p),https://5fc584f3f19c9.streamlock.net/icrtvcolima/smil:icrtvcolima.smil/playlist.m3u8
IERTBCS_Canal_8.2_La_Paz_(1080p)_[Not_24/7],https://s5.mexside.net:1936/xhbzc82/xhbzc82/playlist.m3u8
IERTBCS_Canal_8_La_Paz_(1080p)_[Not_24/7],https://s5.mexside.net:1936/xhbzc81/xhbzc81/playlist.m3u8
Imagen_TV_(1080p),https://igd-it-runtime.otteravision.com/igd/it/it.m3u8
IMRyT_Morelos_TV_(720p),https://stream8.mexiserver.com:19360/morelostv/morelostv.m3u8
Ingenio_TV_(720p)_[Geo-blocked],https://aprende-usea.streaming.media.azure.net/9317ea3f-03a0-4266-9292-ac97a0e41c4d/output-20230609-123537-manifest.ism/manifest(format=m3u8-cmaf).m3u8
ITV_Deportes_(720p),https://thm-it-roku.otteravision.com/thm/it/it.m3u8
Jalisco_TV_(720p),https://video0.rogohosting.com:19360/sisjalisciense/sisjalisciense.m3u8
Justicia_TV_(720p),https://live-scjn.ovp-vivaro.digital/ovp-origin/638a22b47746d/playlist.m3u8
La_Mejor_TV_(576p),http://45.189.62.33:8002/play/a0ls/index.m3u8
Las_Estrellas_(1080p),https://channel01-onlymex.akamaized.net/hls/live/2022749/event01/index.m3u8
Las_Estrellas_Latin_America_(1080p),http://177.234.249.135:8888/LasEstrellas/index.m3u8
TeleFórmula_(720p),https://mdstrm.com/live-stream-playlist/62f2c855f7981b5a5a2d8763.m3u8
Telehit_Musica,http://190.61.55.34:2401/play/a06t/index.m3u8
Telemax_(XEWH-TDT)_(1080p),https://s5.mexside.net:1936/telemax/telemax/playlist.m3u8
Teleplay_Sureste_(720p),https://player.tvstream.mx/livestream/teleplay/livehd/playlist.m3u8
Teleplay_Sureste_(360p),https://player.tvstream.mx/livestream/teleplay/livesd/playlist.m3u8
Teleritmo_(720p)_[Not_24/7],https://mdstrm.com/live-stream-playlist/57b4dc126338448314449d0c.m3u8
Tlaxcala_Televisión_(360p)_[Not_24/7],https://vid26.mega00.com:5443/live/streams/qNmc7nulmq8zPYZE1582752735050.m3u8
Tlnovelas_Latin_America_(1080p),http://177.234.249.135:8888/Telenovelas/index.m3u8
